"T","Distance","Radius","FreeRadius","BRadius","X","Y","Z"
0.580,103.254,6.063,9.182,7.751,0.099,0.022,-21.075
0.580,103.453,6.014,9.180,7.703,0.103,0.023,-20.875
0.581,103.613,5.973,9.177,7.663,0.107,0.024,-20.715
0.582,103.737,5.940,9.172,7.632,0.109,0.024,-20.592
0.582,103.826,5.915,9.167,7.610,0.111,0.024,-20.503
0.583,103.884,5.899,9.161,7.595,0.112,0.025,-20.445
0.584,103.913,5.890,9.154,7.589,0.113,0.025,-20.416
0.585,103.917,5.890,9.147,7.591,0.113,0.025,-20.412
0.585,103.936,5.897,9.140,7.601,0.112,0.025,-20.432
0.586,103.977,5.912,9.133,7.618,0.112,0.025,-20.472
0.587,104.035,5.935,9.126,7.643,0.110,0.024,-20.530
0.587,104.108,5.965,9.120,7.674,0.109,0.024,-20.603
0.588,104.193,5.999,9.113,7.709,0.107,0.024,-20.689
0.589,104.289,6.037,9.107,7.748,0.105,0.023,-20.784
0.590,104.391,6.077,9.102,7.788,0.103,0.023,-20.886
0.590,104.498,6.119,9.097,7.830,0.101,0.022,-20.993
0.591,104.606,6.160,9.093,7.871,0.099,0.022,-21.101
0.592,104.713,6.199,9.090,7.910,0.097,0.021,-21.209
0.592,104.817,6.236,9.088,7.946,0.095,0.021,-21.312
0.593,104.915,6.268,9.087,7.977,0.093,0.020,-21.410
0.594,105.005,6.295,9.087,8.003,0.091,0.020,-21.500
0.595,105.084,6.315,9.088,8.021,0.089,0.020,-21.579
0.595,105.149,6.326,9.090,8.032,0.088,0.019,-21.644
0.596,105.199,6.328,9.094,8.032,0.087,0.019,-21.694
0.597,105.231,6.319,9.099,8.022,0.086,0.019,-21.726
0.597,105.243,6.300,9.105,8.001,0.086,0.019,-21.738
0.598,105.254,6.270,9.110,7.969,0.086,0.019,-21.726
0.599,105.291,6.230,9.115,7.927,0.087,0.019,-21.689
0.600,105.356,6.179,9.118,7.875,0.088,0.019,-21.625
0.600,105.450,6.118,9.119,7.813,0.090,0.020,-21.530
0.601,105.578,6.047,9.116,7.742,0.093,0.020,-21.402
0.602,105.741,5.966,9.110,7.661,0.096,0.021,-21.240
0.602,105.941,5.876,9.099,7.570,0.100,0.022,-21.040
0.603,106.179,5.776,9.082,7.471,0.105,0.023,-20.802
0.604,106.450,5.666,9.058,7.363,0.111,0.024,-20.531
0.605,106.750,5.547,9.028,7.246,0.117,0.025,-20.231
0.605,107.074,5.419,8.990,7.121,0.123,0.027,-19.907
0.606,107.416,5.282,8.943,6.987,0.130,0.028,-19.565
0.607,107.771,5.136,8.887,6.846,0.137,0.030,-19.209
0.607,108.136,4.983,8.822,6.699,0.144,0.032,-18.845
0.608,108.505,4.826,8.751,6.547,0.152,0.033,-18.477
0.609,108.872,4.665,8.675,6.393,0.159,0.035,-18.109
0.610,109.233,4.504,8.596,6.238,0.167,0.036,-17.748
0.610,109.584,4.344,8.514,6.085,0.174,0.038,-17.398
0.611,109.918,4.188,8.433,5.936,0.180,0.039,-17.063
0.612,110.232,4.038,8.352,5.792,0.187,0.041,-16.750
0.612,110.520,3.895,8.273,5.655,0.192,0.042,-16.462
0.613,110.777,3.762,8.199,5.527,0.198,0.043,-16.205
0.614,110.999,3.641,8.131,5.411,0.202,0.044,-15.983
0.615,111.182,3.535,8.070,5.308,0.206,0.045,-15.799
0.615,111.330,3.445,8.017,5.220,0.209,0.046,-15.652
0.616,111.444,3.373,7.975,5.150,0.211,0.046,-15.538
0.617,111.526,3.321,7.945,5.098,0.213,0.047,-15.456
0.617,111.579,3.288,7.926,5.064,0.214,0.047,-15.403
0.618,111.605,3.274,7.917,5.046,0.214,0.047,-15.377
0.619,111.607,3.275,7.918,5.044,0.214,0.047,-15.375
0.620,111.627,3.290,7.926,5.054,0.214,0.047,-15.396
0.620,111.668,3.316,7.942,5.076,0.213,0.047,-15.436
0.621,111.727,3.353,7.964,5.107,0.212,0.047,-15.495
0.622,111.800,3.398,7.991,5.146,0.211,0.046,-15.569
0.622,111.887,3.448,8.022,5.192,0.209,0.046,-15.655
0.623,111.985,3.503,8.056,5.242,0.207,0.046,-15.753
0.624,112.091,3.561,8.092,5.294,0.205,0.045,-15.859
0.625,112.203,3.618,8.129,5.348,0.202,0.045,-15.971
0.625,112.319,3.675,8.165,5.401,0.200,0.044,-16.087
0.626,112.437,3.727,8.200,5.451,0.198,0.044,-16.205
0.627,112.552,3.775,8.232,5.498,0.195,0.043,-16.320
0.627,112.662,3.816,8.262,5.539,0.193,0.043,-16.430
0.628,112.764,3.850,8.288,5.575,0.191,0.042,-16.532
0.629,112.854,3.878,8.309,5.606,0.189,0.042,-16.622
0.630,112.929,3.899,8.326,5.630,0.188,0.042,-16.697
0.630,112.986,3.913,8.338,5.648,0.186,0.041,-16.754
0.631,113.022,3.920,8.343,5.658,0.186,0.041,-16.790
0.632,113.033,3.918,8.343,5.662,0.185,0.041,-16.801
0.632,113.049,3.909,8.335,5.658,0.186,0.041,-16.784
0.633,113.097,3.892,8.320,5.646,0.187,0.041,-16.737
0.634,113.178,3.866,8.297,5.626,0.188,0.042,-16.655
0.635,113.297,3.832,8.266,5.597,0.191,0.042,-16.537
0.635,113.457,3.789,8.225,5.559,0.194,0.043,-16.377
0.636,113.660,3.737,8.175,5.512,0.198,0.044,-16.174
0.637,113.911,3.676,8.114,5.455,0.203,0.045,-15.924
0.637,114.206,3.606,8.044,5.388,0.209,0.046,-15.628
0.638,114.542,3.529,7.966,5.315,0.216,0.048,-15.292
0.639,114.912,3.448,7.882,5.236,0.223,0.049,-14.923
0.640,115.308,3.363,7.793,5.153,0.232,0.051,-14.526
0.640,115.727,3.277,7.701,5.069,0.240,0.053,-14.108
0.641,116.160,3.192,7.607,4.985,0.249,0.055,-13.675
0.642,116.602,3.108,7.514,4.902,0.258,0.057,-13.233
0.642,117.047,3.029,7.423,4.824,0.267,0.059,-12.788
0.643,117.489,2.956,7.336,4.751,0.276,0.060,-12.346
0.644,117.920,2.890,7.253,4.685,0.285,0.062,-11.914
0.645,118.337,2.834,7.178,4.629,0.293,0.064,-11.498
0.645,118.731,2.789,7.111,4.584,0.301,0.066,-11.104
0.646,119.097,2.757,7.055,4.553,0.309,0.067,-10.738
0.647,119.429,2.741,7.010,4.536,0.315,0.069,-10.406
0.647,119.720,2.739,6.978,4.534,0.321,0.070,-10.115
0.648,119.966,2.751,6.957,4.546,0.326,0.071,-9.870
0.649,120.163,2.774,6.947,4.569,0.330,0.072,-9.672
0.650,120.317,2.806,6.945,4.601,0.333,0.073,-9.519
0.650,120.429,2.845,6.951,4.640,0.336,0.073,-9.406
0.651,120.505,2.890,6.963,4.684,0.337,0.074,-9.331
0.652,120.547,2.936,6.980,4.731,0.338,0.074,-9.289
0.652,120.559,2.984,7.001,4.778,0.338,0.074,-9.277
0.653,120.574,3.030,7.024,4.824,0.338,0.074,-9.292
0.654,120.612,3.072,7.049,4.867,0.337,0.074,-9.330
0.655,120.670,3.109,7.073,4.903,0.336,0.074,-9.388
0.655,120.744,3.137,7.095,4.932,0.334,0.073,-9.462
0.656,120.831,3.156,7.115,4.951,0.333,0.073,-9.549
0.657,120.927,3.162,7.131,4.957,0.331,0.073,-9.645
0.657,121.029,3.155,7.142,4.951,0.329,0.072,-9.747
0.658,121.133,3.137,7.148,4.933,0.326,0.072,-9.852
0.659,121.237,3.109,7.150,4.905,0.324,0.071,-9.955
0.660,121.335,3.074,7.149,4.870,0.322,0.071,-10.053
0.660,121.427,3.033,7.144,4.829,0.320,0.071,-10.145
0.661,121.511,2.988,7.136,4.785,0.319,0.070,-10.229
0.662,121.585,2.943,7.126,4.740,0.317,0.070,-10.303
0.662,121.650,2.898,7.113,4.695,0.316,0.070,-10.368
0.663,121.702,2.856,7.100,4.653,0.315,0.069,-10.420
0.664,121.742,2.819,7.085,4.616,0.314,0.069,-10.460
0.665,121.767,2.789,7.070,4.585,0.314,0.069,-10.485
0.665,121.778,2.768,7.054,4.564,0.313,0.069,-10.496
0.666,121.784,2.757,7.039,4.553,0.314,0.069,-10.490
0.667,121.808,2.760,7.025,4.556,0.314,0.069,-10.466
0.667,121.851,2.778,7.011,4.572,0.315,0.070,-10.423
0.668,121.914,2.809,6.999,4.603,0.316,0.070,-10.360
0.669,121.998,2.853,6.988,4.645,0.318,0.070,-10.276
0.670,122.105,2.907,6.978,4.699,0.320,0.071,-10.169
0.670,122.236,2.971,6.969,4.762,0.323,0.071,-10.038
0.671,122.391,3.043,6.961,4.832,0.326,0.072,-9.882
0.672,122.570,3.121,6.955,4.910,0.329,0.073,-9.704
0.672,122.768,3.205,6.949,4.993,0.333,0.074,-9.505
0.673,122.983,3.292,6.944,5.080,0.338,0.075,-9.290
0.674,123.211,3.381,6.939,5.169,0.342,0.076,-9.062
0.675,123.450,3.471,6.936,5.260,0.347,0.077,-8.824
0.675,123.694,3.560,6.934,5.350,0.352,0.078,-8.580
0.676,123.942,3.647,6.932,5.439,0.357,0.079,-8.332
0.677,124.190,3.730,6.931,5.525,0.362,0.080,-8.084
0.677,124.435,3.809,6.931,5.606,0.367,0.081,-7.839
0.678,124.673,3.882,6.931,5.683,0.372,0.082,-7.601
0.679,124.902,3.950,6.932,5.756,0.377,0.083,-7.372
0.680,125.117,4.014,6.933,5.823,0.381,0.084,-7.157
0.680,125.316,4.072,6.935,5.886,0.385,0.085,-6.959
0.681,125.494,4.126,6.937,5.945,0.389,0.085,-6.780
0.682,125.650,4.176,6.939,5.999,0.392,0.086,-6.624
0.682,125.780,4.221,6.941,6.048,0.394,0.087,-6.494
0.683,125.884,4.261,6.943,6.093,0.396,0.087,-6.390
0.684,125.965,4.298,6.945,6.134,0.398,0.087,-6.310
0.685,126.023,4.330,6.947,6.169,0.399,0.088,-6.251
0.685,126.062,4.359,6.948,6.200,0.400,0.088,-6.213
0.686,126.082,4.384,6.949,6.227,0.400,0.088,-6.193
0.687,126.085,4.405,6.950,6.249,0.401,0.088,-6.189
0.687,126.096,4.422,6.950,6.267,0.400,0.088,-6.200
0.688,126.120,4.436,6.950,6.280,0.400,0.088,-6.223
0.689,126.154,4.447,6.949,6.289,0.399,0.088,-6.257
0.690,126.197,4.456,6.947,6.295,0.398,0.087,-6.300
0.690,126.247,4.461,6.945,6.298,0.397,0.087,-6.350
0.691,126.302,4.465,6.943,6.297,0.396,0.087,-6.405
0.692,126.360,4.466,6.941,6.295,0.395,0.087,-6.464
0.692,126.420,4.466,6.938,6.291,0.394,0.086,-6.524
0.693,126.480,4.463,6.936,6.285,0.393,0.086,-6.583
0.694,126.537,4.460,6.933,6.278,0.391,0.086,-6.641
0.695,126.591,4.455,6.930,6.270,0.390,0.086,-6.695
